Player ID,Reservation ID,Member #,Guest Name,Guest Flag,Position
bp_bkg_0001_1,bkg_0001,mbr_262,,0,1
bp_bkg_0002_1,bkg_0002,mbr_113,,0,1
bp_bkg_0003_1,bkg_0003,mbr_249,,0,1
bp_bkg_0004_1,bkg_0004,mbr_235,,0,1
bp_bkg_0005_1,bkg_0005,mbr_131,,0,1
bp_bkg_0006_1,bkg_0006,mbr_122,,0,1
bp_bkg_0007_1,bkg_0007,mbr_154,,0,1
bp_bkg_0008_1,bkg_0008,mbr_266,,0,1
bp_bkg_0009_1,bkg_0009,mbr_178,,0,1
bp_bkg_0010_1,bkg_0010,mbr_070,,0,1
bp_bkg_0011_1,bkg_0011,mbr_020,,0,1
bp_bkg_0012_1,bkg_0012,mbr_019,,0,1
bp_bkg_0013_1,bkg_0013,mbr_037,,0,1
bp_bkg_0014_1,bkg_0014,mbr_157,,0,1
bp_bkg_0015_1,bkg_0015,mbr_111,,0,1
bp_bkg_0016_1,bkg_0016,mbr_263,,0,1
bp_bkg_0017_1,bkg_0017,mbr_227,,0,1
bp_bkg_0018_1,bkg_0018,mbr_119,,0,1
bp_bkg_0019_1,bkg_0019,mbr_257,,0,1
bp_bkg_0020_1,bkg_0020,mbr_041,,0,1
bp_bkg_0021_1,bkg_0021,mbr_157,,0,1
bp_bkg_0022_1,bkg_0022,mbr_003,,0,1
bp_bkg_0023_1,bkg_0023,mbr_115,,0,1
bp_bkg_0024_1,bkg_0024,mbr_116,,0,1
bp_bkg_0025_1,bkg_0025,mbr_129,,0,1
bp_bkg_0026_1,bkg_0026,mbr_236,,0,1
bp_bkg_0027_1,bkg_0027,mbr_013,,0,1
bp_bkg_0028_1,bkg_0028,mbr_208,,0,1
bp_bkg_0029_1,bkg_0029,mbr_016,,0,1
bp_bkg_0030_1,bkg_0030,mbr_081,,0,1
bp_bkg_0031_1,bkg_0031,mbr_138,,0,1
bp_bkg_0032_1,bkg_0032,mbr_034,,0,1
bp_bkg_0033_1,bkg_0033,mbr_211,,0,1
bp_bkg_0034_1,bkg_0034,mbr_226,,0,1
bp_bkg_0035_1,bkg_0035,mbr_138,,0,1
bp_bkg_0036_1,bkg_0036,mbr_247,,0,1
bp_bkg_0037_1,bkg_0037,mbr_181,,0,1
bp_bkg_0038_1,bkg_0038,mbr_133,,0,1
bp_bkg_0039_1,bkg_0039,mbr_135,,0,1
bp_bkg_0040_1,bkg_0040,mbr_127,,0,1
bp_bkg_0041_1,bkg_0041,mbr_117,,0,1
bp_bkg_0042_1,bkg_0042,mbr_106,,0,1
bp_bkg_0043_1,bkg_0043,mbr_045,,0,1
bp_bkg_0044_1,bkg_0044,mbr_254,,0,1
bp_bkg_0045_1,bkg_0045,mbr_198,,0,1
bp_bkg_0046_1,bkg_0046,mbr_232,,0,1
bp_bkg_0047_1,bkg_0047,mbr_109,,0,1
bp_bkg_0048_1,bkg_0048,mbr_071,,0,1
bp_bkg_0049_1,bkg_0049,mbr_276,,0,1
bp_bkg_0050_1,bkg_0050,mbr_010,,0,1
bp_bkg_0051_1,bkg_0051,mbr_164,,0,1
bp_bkg_0052_1,bkg_0052,mbr_048,,0,1
bp_bkg_0053_1,bkg_0053,mbr_184,,0,1
bp_bkg_0054_1,bkg_0054,mbr_075,,0,1
bp_bkg_0055_1,bkg_0055,mbr_068,,0,1
bp_bkg_0056_1,bkg_0056,mbr_224,,0,1
bp_bkg_0057_1,bkg_0057,mbr_103,,0,1
bp_bkg_0058_1,bkg_0058,mbr_017,,0,1
bp_bkg_0059_1,bkg_0059,mbr_014,,0,1
bp_bkg_0060_1,bkg_0060,mbr_020,,0,1
bp_bkg_0061_1,bkg_0061,mbr_084,,0,1
bp_bkg_0062_1,bkg_0062,mbr_135,,0,1
bp_bkg_0063_1,bkg_0063,mbr_254,,0,1
bp_bkg_0064_1,bkg_0064,mbr_267,,0,1
bp_bkg_0065_1,bkg_0065,mbr_016,,0,1
bp_bkg_0066_1,bkg_0066,mbr_049,,0,1
bp_bkg_0067_1,bkg_0067,mbr_048,,0,1
bp_bkg_0068_1,bkg_0068,mbr_015,,0,1
bp_bkg_0069_1,bkg_0069,mbr_046,,0,1
bp_bkg_0070_1,bkg_0070,mbr_187,,0,1
bp_bkg_0071_1,bkg_0071,mbr_048,,0,1
bp_bkg_0072_1,bkg_0072,mbr_003,,0,1
bp_bkg_0073_1,bkg_0073,mbr_160,,0,1
bp_bkg_0074_1,bkg_0074,mbr_191,,0,1
bp_bkg_0075_1,bkg_0075,mbr_010,,0,1
bp_bkg_0076_1,bkg_0076,mbr_057,,0,1
bp_bkg_0077_1,bkg_0077,mbr_034,,0,1
bp_bkg_0078_1,bkg_0078,mbr_110,,0,1
bp_bkg_0079_1,bkg_0079,mbr_267,,0,1
bp_bkg_0080_1,bkg_0080,mbr_271,,0,1
bp_bkg_0081_1,bkg_0081,mbr_248,,0,1
bp_bkg_0082_1,bkg_0082,mbr_269,,0,1
bp_bkg_0083_1,bkg_0083,mbr_214,,0,1
bp_bkg_0084_1,bkg_0084,mbr_275,,0,1
bp_bkg_0085_1,bkg_0085,mbr_239,,0,1
bp_bkg_0086_1,bkg_0086,mbr_241,,0,1
bp_bkg_0087_1,bkg_0087,mbr_026,,0,1
bp_bkg_0088_1,bkg_0088,mbr_025,,0,1
bp_bkg_0089_1,bkg_0089,mbr_267,,0,1
bp_bkg_0090_1,bkg_0090,mbr_218,,0,1
bp_bkg_0091_1,bkg_0091,mbr_150,,0,1
bp_bkg_0092_1,bkg_0092,mbr_077,,0,1
bp_bkg_0093_1,bkg_0093,mbr_244,,0,1
bp_bkg_0094_1,bkg_0094,mbr_142,,0,1
bp_bkg_0095_1,bkg_0095,mbr_203,,0,1
bp_bkg_0096_1,bkg_0096,mbr_027,,0,1
bp_bkg_0097_1,bkg_0097,mbr_100,,0,1
bp_bkg_0098_1,bkg_0098,mbr_195,,0,1
bp_bkg_0099_1,bkg_0099,mbr_148,,0,1
bp_bkg_0100_1,bkg_0100,mbr_200,,0,1
bp_bkg_0101_1,bkg_0101,mbr_208,,0,1
bp_bkg_0102_1,bkg_0102,mbr_081,,0,1
bp_bkg_0103_1,bkg_0103,mbr_222,,0,1
bp_bkg_0104_1,bkg_0104,mbr_139,,0,1
bp_bkg_0105_1,bkg_0105,mbr_244,,0,1
bp_bkg_0106_1,bkg_0106,mbr_091,,0,1
bp_bkg_0107_1,bkg_0107,mbr_130,,0,1
bp_bkg_0108_1,bkg_0108,mbr_030,,0,1
bp_bkg_0109_1,bkg_0109,mbr_046,,0,1
bp_bkg_0110_1,bkg_0110,mbr_012,,0,1
bp_bkg_0111_1,bkg_0111,mbr_263,,0,1
bp_bkg_0112_1,bkg_0112,mbr_077,,0,1
bp_bkg_0113_1,bkg_0113,mbr_104,,0,1
bp_bkg_0114_1,bkg_0114,mbr_210,,0,1
bp_bkg_0115_1,bkg_0115,mbr_079,,0,1
bp_bkg_0116_1,bkg_0116,mbr_196,,0,1
bp_bkg_0117_1,bkg_0117,mbr_039,,0,1
bp_bkg_0118_1,bkg_0118,mbr_066,,0,1
bp_bkg_0119_1,bkg_0119,mbr_043,,0,1
bp_bkg_0120_1,bkg_0120,mbr_221,,0,1
bp_bkg_0121_1,bkg_0121,mbr_145,,0,1
bp_bkg_0122_1,bkg_0122,mbr_209,,0,1
bp_bkg_0123_1,bkg_0123,mbr_067,,0,1
bp_bkg_0124_1,bkg_0124,mbr_232,,0,1
bp_bkg_0125_1,bkg_0125,mbr_272,,0,1
bp_bkg_0126_1,bkg_0126,mbr_200,,0,1
bp_bkg_0127_1,bkg_0127,mbr_025,,0,1
bp_bkg_0128_1,bkg_0128,mbr_195,,0,1
bp_bkg_0129_1,bkg_0129,mbr_183,,0,1
bp_bkg_0130_1,bkg_0130,mbr_007,,0,1
bp_bkg_0131_1,bkg_0131,mbr_242,,0,1
bp_bkg_0132_1,bkg_0132,mbr_199,,0,1
bp_bkg_0133_1,bkg_0133,mbr_083,,0,1
bp_bkg_0134_1,bkg_0134,mbr_067,,0,1
bp_bkg_0135_1,bkg_0135,mbr_218,,0,1
bp_bkg_0136_1,bkg_0136,mbr_262,,0,1
bp_bkg_0137_1,bkg_0137,mbr_124,,0,1
bp_bkg_0138_1,bkg_0138,mbr_131,,0,1
bp_bkg_0139_1,bkg_0139,mbr_223,,0,1
bp_bkg_0140_1,bkg_0140,mbr_119,,0,1
bp_bkg_0141_1,bkg_0141,mbr_135,,0,1
bp_bkg_0142_1,bkg_0142,mbr_182,,0,1
bp_bkg_0143_1,bkg_0143,mbr_112,,0,1
bp_bkg_0144_1,bkg_0144,mbr_003,,0,1
bp_bkg_0145_1,bkg_0145,mbr_132,,0,1
bp_bkg_0146_1,bkg_0146,mbr_209,,0,1
bp_bkg_0147_1,bkg_0147,mbr_125,,0,1
bp_bkg_0148_1,bkg_0148,mbr_016,,0,1
bp_bkg_0149_1,bkg_0149,mbr_167,,0,1
bp_bkg_0150_1,bkg_0150,mbr_175,,0,1
bp_bkg_0151_1,bkg_0151,mbr_213,,0,1
bp_bkg_0152_1,bkg_0152,mbr_018,,0,1
bp_bkg_0153_1,bkg_0153,mbr_201,,0,1
bp_bkg_0154_1,bkg_0154,mbr_034,,0,1
bp_bkg_0155_1,bkg_0155,mbr_016,,0,1
bp_bkg_0156_1,bkg_0156,mbr_195,,0,1
bp_bkg_0157_1,bkg_0157,mbr_037,,0,1
bp_bkg_0158_1,bkg_0158,mbr_166,,0,1
bp_bkg_0159_1,bkg_0159,mbr_210,,0,1
bp_bkg_0160_1,bkg_0160,mbr_094,,0,1
bp_bkg_0161_1,bkg_0161,mbr_014,,0,1
bp_bkg_0162_1,bkg_0162,mbr_216,,0,1
bp_bkg_0163_1,bkg_0163,mbr_227,,0,1
bp_bkg_0164_1,bkg_0164,mbr_194,,0,1
bp_bkg_0165_1,bkg_0165,mbr_230,,0,1
bp_bkg_0166_1,bkg_0166,mbr_081,,0,1
bp_bkg_0167_1,bkg_0167,mbr_266,,0,1
bp_bkg_0168_1,bkg_0168,mbr_241,,0,1
bp_bkg_0169_1,bkg_0169,mbr_151,,0,1
bp_bkg_0170_1,bkg_0170,mbr_072,,0,1
bp_bkg_0171_1,bkg_0171,mbr_112,,0,1
bp_bkg_0172_1,bkg_0172,mbr_262,,0,1
bp_bkg_0173_1,bkg_0173,mbr_150,,0,1
bp_bkg_0174_1,bkg_0174,mbr_116,,0,1
bp_bkg_0175_1,bkg_0175,mbr_074,,0,1
bp_bkg_0176_1,bkg_0176,mbr_019,,0,1
bp_bkg_0177_1,bkg_0177,mbr_258,,0,1
bp_bkg_0178_1,bkg_0178,mbr_087,,0,1
bp_bkg_0179_1,bkg_0179,mbr_267,,0,1
bp_bkg_0180_1,bkg_0180,mbr_198,,0,1
bp_bkg_0181_1,bkg_0181,mbr_141,,0,1
bp_bkg_0182_1,bkg_0182,mbr_138,,0,1
bp_bkg_0183_1,bkg_0183,mbr_065,,0,1
bp_bkg_0184_1,bkg_0184,mbr_147,,0,1
bp_bkg_0185_1,bkg_0185,mbr_223,,0,1
bp_bkg_0186_1,bkg_0186,mbr_208,,0,1
bp_bkg_0187_1,bkg_0187,mbr_042,,0,1
bp_bkg_0188_1,bkg_0188,mbr_091,,0,1
bp_bkg_0189_1,bkg_0189,mbr_149,,0,1
bp_bkg_0190_1,bkg_0190,mbr_160,,0,1
bp_bkg_0191_1,bkg_0191,mbr_125,,0,1
bp_bkg_0192_1,bkg_0192,mbr_123,,0,1
bp_bkg_0193_1,bkg_0193,mbr_129,,0,1
bp_bkg_0194_1,bkg_0194,mbr_043,,0,1
bp_bkg_0195_1,bkg_0195,mbr_052,,0,1
bp_bkg_0196_1,bkg_0196,mbr_259,,0,1
bp_bkg_0197_1,bkg_0197,mbr_223,,0,1
bp_bkg_0198_1,bkg_0198,mbr_192,,0,1
bp_bkg_0199_1,bkg_0199,mbr_176,,0,1
bp_bkg_0200_1,bkg_0200,mbr_255,,0,1
bp_bkg_0201_1,bkg_0201,mbr_189,,0,1
bp_bkg_0202_1,bkg_0202,mbr_106,,0,1
bp_bkg_0203_1,bkg_0203,mbr_065,,0,1
bp_bkg_0204_1,bkg_0204,mbr_235,,0,1
bp_bkg_0205_1,bkg_0205,mbr_091,,0,1
bp_bkg_0206_1,bkg_0206,mbr_238,,0,1
bp_bkg_0207_1,bkg_0207,mbr_120,,0,1
bp_bkg_0208_1,bkg_0208,mbr_211,,0,1
bp_bkg_0209_1,bkg_0209,mbr_267,,0,1
bp_bkg_0210_1,bkg_0210,mbr_091,,0,1
bp_bkg_0211_1,bkg_0211,mbr_016,,0,1
bp_bkg_0212_1,bkg_0212,mbr_017,,0,1
bp_bkg_0213_1,bkg_0213,mbr_083,,0,1
bp_bkg_0214_1,bkg_0214,mbr_217,,0,1
bp_bkg_0215_1,bkg_0215,mbr_202,,0,1
bp_bkg_0216_1,bkg_0216,mbr_151,,0,1
bp_bkg_0217_1,bkg_0217,mbr_144,,0,1
bp_bkg_0218_1,bkg_0218,mbr_255,,0,1
bp_bkg_0219_1,bkg_0219,mbr_250,,0,1
bp_bkg_0220_1,bkg_0220,mbr_020,,0,1
bp_bkg_0221_1,bkg_0221,mbr_015,,0,1
bp_bkg_0222_1,bkg_0222,mbr_126,,0,1
bp_bkg_0223_1,bkg_0223,mbr_155,,0,1
bp_bkg_0224_1,bkg_0224,mbr_197,,0,1
bp_bkg_0225_1,bkg_0225,mbr_132,,0,1
bp_bkg_0226_1,bkg_0226,mbr_012,,0,1
bp_bkg_0227_1,bkg_0227,mbr_202,,0,1
bp_bkg_0228_1,bkg_0228,mbr_193,,0,1
bp_bkg_0229_1,bkg_0229,mbr_255,,0,1
bp_bkg_0230_1,bkg_0230,mbr_047,,0,1
bp_bkg_0231_1,bkg_0231,mbr_272,,0,1
bp_bkg_0232_1,bkg_0232,mbr_116,,0,1
bp_bkg_0233_1,bkg_0233,mbr_103,,0,1
bp_bkg_0234_1,bkg_0234,mbr_112,,0,1
bp_bkg_0235_1,bkg_0235,mbr_200,,0,1
bp_bkg_0236_1,bkg_0236,mbr_012,,0,1
bp_bkg_0237_1,bkg_0237,mbr_164,,0,1
bp_bkg_0238_1,bkg_0238,mbr_116,,0,1
bp_bkg_0239_1,bkg_0239,mbr_229,,0,1
bp_bkg_0240_1,bkg_0240,mbr_178,,0,1
bp_bkg_0241_1,bkg_0241,mbr_026,,0,1
bp_bkg_0242_1,bkg_0242,mbr_040,,0,1
bp_bkg_0243_1,bkg_0243,mbr_059,,0,1
bp_bkg_0244_1,bkg_0244,mbr_255,,0,1
bp_bkg_0245_1,bkg_0245,mbr_242,,0,1
bp_bkg_0246_1,bkg_0246,mbr_264,,0,1
bp_bkg_0247_1,bkg_0247,mbr_025,,0,1
bp_bkg_0248_1,bkg_0248,mbr_275,,0,1
bp_bkg_0249_1,bkg_0249,mbr_045,,0,1
bp_bkg_0250_1,bkg_0250,mbr_017,,0,1
bp_bkg_0251_1,bkg_0251,mbr_129,,0,1
bp_bkg_0252_1,bkg_0252,mbr_151,,0,1
bp_bkg_0253_1,bkg_0253,mbr_208,,0,1
bp_bkg_0254_1,bkg_0254,mbr_081,,0,1
bp_bkg_0255_1,bkg_0255,mbr_247,,0,1
bp_bkg_0256_1,bkg_0256,mbr_118,,0,1
bp_bkg_0257_1,bkg_0257,mbr_275,,0,1
bp_bkg_0258_1,bkg_0258,mbr_076,,0,1
bp_bkg_0259_1,bkg_0259,mbr_272,,0,1
bp_bkg_0260_1,bkg_0260,mbr_198,,0,1
bp_bkg_0261_1,bkg_0261,mbr_124,,0,1
bp_bkg_0262_1,bkg_0262,mbr_032,,0,1
bp_bkg_0263_1,bkg_0263,mbr_114,,0,1
bp_bkg_0264_1,bkg_0264,mbr_101,,0,1
bp_bkg_0265_1,bkg_0265,mbr_269,,0,1
bp_bkg_0266_1,bkg_0266,mbr_276,,0,1
bp_bkg_0267_1,bkg_0267,mbr_119,,0,1
bp_bkg_0268_1,bkg_0268,mbr_026,,0,1
bp_bkg_0269_1,bkg_0269,mbr_018,,0,1
bp_bkg_0270_1,bkg_0270,mbr_219,,0,1
bp_bkg_0271_1,bkg_0271,mbr_017,,0,1
bp_bkg_0272_1,bkg_0272,mbr_211,,0,1
bp_bkg_0273_1,bkg_0273,mbr_249,,0,1
bp_bkg_0274_1,bkg_0274,mbr_174,,0,1
bp_bkg_0275_1,bkg_0275,mbr_093,,0,1
bp_bkg_0276_1,bkg_0276,mbr_211,,0,1
bp_bkg_0277_1,bkg_0277,mbr_002,,0,1
bp_bkg_0278_1,bkg_0278,mbr_035,,0,1
bp_bkg_0279_1,bkg_0279,mbr_021,,0,1
bp_bkg_0280_1,bkg_0280,mbr_056,,0,1
bp_bkg_0281_1,bkg_0281,mbr_216,,0,1
bp_bkg_0282_1,bkg_0282,mbr_070,,0,1
bp_bkg_0283_1,bkg_0283,mbr_198,,0,1
bp_bkg_0284_1,bkg_0284,mbr_105,,0,1
bp_bkg_0285_1,bkg_0285,mbr_143,,0,1
bp_bkg_0286_1,bkg_0286,mbr_065,,0,1
bp_bkg_0287_1,bkg_0287,mbr_210,,0,1
bp_bkg_0288_1,bkg_0288,mbr_163,,0,1
bp_bkg_0289_1,bkg_0289,mbr_277,,0,1
bp_bkg_0290_1,bkg_0290,mbr_218,,0,1
bp_bkg_0291_1,bkg_0291,mbr_120,,0,1
bp_bkg_0292_1,bkg_0292,mbr_259,,0,1
bp_bkg_0293_1,bkg_0293,mbr_061,,0,1
bp_bkg_0294_1,bkg_0294,mbr_144,,0,1
bp_bkg_0295_1,bkg_0295,mbr_111,,0,1
bp_bkg_0296_1,bkg_0296,mbr_081,,0,1
bp_bkg_0297_1,bkg_0297,mbr_133,,0,1
bp_bkg_0298_1,bkg_0298,mbr_005,,0,1
bp_bkg_0299_1,bkg_0299,mbr_082,,0,1
bp_bkg_0300_1,bkg_0300,mbr_156,,0,1
bp_bkg_0301_1,bkg_0301,mbr_049,,0,1
bp_bkg_0302_1,bkg_0302,mbr_143,,0,1
bp_bkg_0303_1,bkg_0303,mbr_076,,0,1
bp_bkg_0304_1,bkg_0304,mbr_061,,0,1
bp_bkg_0305_1,bkg_0305,mbr_021,,0,1
bp_bkg_0306_1,bkg_0306,mbr_210,,0,1
bp_bkg_0307_1,bkg_0307,mbr_205,,0,1
bp_bkg_0308_1,bkg_0308,mbr_125,,0,1
bp_bkg_0309_1,bkg_0309,mbr_013,,0,1
bp_bkg_0310_1,bkg_0310,mbr_068,,0,1
bp_bkg_0311_1,bkg_0311,mbr_269,,0,1
bp_bkg_0312_1,bkg_0312,mbr_069,,0,1
bp_bkg_0313_1,bkg_0313,mbr_031,,0,1
bp_bkg_0314_1,bkg_0314,mbr_013,,0,1
bp_bkg_0315_1,bkg_0315,mbr_185,,0,1
bp_bkg_0316_1,bkg_0316,mbr_055,,0,1
bp_bkg_0317_1,bkg_0317,mbr_216,,0,1
bp_bkg_0318_1,bkg_0318,mbr_145,,0,1
bp_bkg_0319_1,bkg_0319,mbr_083,,0,1
bp_bkg_0320_1,bkg_0320,mbr_280,,0,1
bp_bkg_0321_1,bkg_0321,mbr_125,,0,1
